Time,RtAeroFxi,RtAeroFyi,RtAeroFzi,RtAeroMxi,RtAeroMyi,RtAeroMzi
161.40000241,1028840.7481552867,-4806.162458553567,-139819.09728508448,11517202.216124387,-870483.4045511909,-1890819.9931203234
161.45000241,1026962.518106093,-4922.112662663454,-139382.57612290638,11516319.851357376,-870166.5181795293,-1896675.5575391226
161.50000241,1027676.2061937072,-4878.054013157134,-139548.44502356194,11516655.13149168,-870286.9283650012,-1894450.5656784351
161.55000241,1029746.5600158572,-4750.2432860520885,-140029.6178473877,11517627.753172765,-870636.2289797148,-1887996.0367561067
161.60000241,1031347.8479642023,-4651.389759281486,-140401.77464282047,11518380.014626607,-870906.3909485078,-1883003.8662077722
161.65000241,1030787.2945794653,-4685.994827708883,-140271.49591840472,11518116.674916474,-870811.8169487531,-1884751.445773924
161.70000241,1032137.1201262687,-4602.665020621732,-140585.21010729298,11518750.803043973,-871039.5533328485,-1880543.233661227
161.75000241,1031709.2663835562,-4629.078041123664,-140485.77222794943,11518549.803667905,-870967.3678089356,-1881877.1092178198
161.80000241,1031176.1592520986,-4661.988749123189,-140361.87231234048,11518299.357802637,-870877.424415331,-1883539.122426325
161.85000241,1032601.0558592738,-4574.024523171006,-140693.0338349744,11518968.753206754,-871117.8264449091,-1879096.868998943
161.90000241,1034722.8820941164,-4443.036210466002,-141186.16940927276,11519965.555867933,-871475.81124935,-1872481.869835793
161.95000241,1037139.5204202607,-4293.848038710092,-141747.82253112842,11521100.856900154,-871883.5353996046,-1864947.7653730556
162.00000241,1036421.3007082735,-4338.186442430348,-141580.90043151102,11520763.447875576,-871762.3606592233,-1867186.8850124194
162.05000241,1036277.0582494492,-4347.091071844178,-141547.37690983783,11520695.684896473,-871738.0247321967,-1867636.5748733256
162.10000242,1036268.3370100894,-4347.629466746488,-141545.3499986282,11520691.587786889,-871736.5533246349,-1867663.7641832319
162.15000242,1036950.474731784,-4305.518539975038,-141703.88624990766,11521012.046024757,-871851.6404768685,-1865537.13364956
162.20000242,1036252.9465876895,-4348.579575397654,-141541.77309649347,11520684.357593507,-871733.9567230552,-1867711.7453183618
162.25000242,1033373.6550637401,-4526.3290688833595,-140872.59432213427,11519331.70891462,-871248.175844205,-1876688.2160154558
162.30000242,1035769.3453149515,-4378.434100569285,-141429.37888275113,11520457.16885029,-871652.3657311986,-1869219.4192088663
162.35000242,1032807.4585241234,-4561.28251048283,-140741.0040669359,11519065.718133578,-871152.6497572043,-1878453.3886644877
162.40000242,1033381.2647725936,-4525.859292939161,-140874.36290152316,11519335.283843571,-871249.4597194305,-1876664.4920097522
162.45000242,1032654.8368353262,-4570.7044212733845,-140705.53312076718,11518994.018715857,-871126.9001248733,-1878929.2015878526
162.50000242,1030412.4522916856,-4709.13525174572,-140184.37847974733,11517940.579539837,-870748.5752747256,-1885920.0529761815
162.55000242,1030069.9298909447,-4730.280447615186,-140104.77253557256,11517779.667569306,-870690.786464015,-1886987.8997946696
162.60000242,1031340.7512694293,-4651.8278649372805,-140400.12529350285,11518376.680704104,-870905.1936266684,-1883025.9908423033
162.65000242,1027974.0963694884,-4859.664132376028,-139617.6779515461,11516795.075901398,-870337.1870311308,-1893521.8641518233
162.70000242,1027909.542097756,-4863.649310329464,-139602.67483425903,11516764.749256928,-870326.2957300608,-1893723.1183575047
162.75000243,1028998.6709895768,-4796.413288116527,-139855.80027532173,11517276.405942053,-870510.0485685105,-1890327.6533615263
162.80000243,1031059.876060634,-4669.167347820755,-140334.84682954528,11518244.729674848,-870857.8056478406,-1883901.6465584126
162.85000243,1033729.173821174,-4504.381559041818,-140955.22076144494,11519498.726381786,-871308.1573406938,-1875579.85179397
162.90000243,1032713.7479521782,-4567.067616492058,-140719.22470727147,11519021.69428942,-871136.8393386974,-1878745.540465053
162.95000243,1033387.8484532865,-4525.452857571745,-140875.89302076958,11519338.37675963,-871250.570487884,-1876643.9667463922
163.00000243,1030929.7414890099,-4677.201044304337,-140304.60213482895,11518183.594373014,-870835.8499389287,-1884307.3537121154
163.05000243,1029599.495979593,-4759.322102051961,-139995.43856032315,11517558.66465821,-870611.4170090653,-1888454.5231584532
163.10000243,1030881.0906537576,-4680.204443318241,-140293.29514974772,11518160.738928374,-870827.6417928244,-1884459.027411496
163.15000243,1031791.7761480879,-4623.98440307724,-140504.94839772687,11518588.56553799,-870981.288478515,-1881619.8770211553
163.20000243,1032813.2726836968,-4560.92358054794,-140742.3553410757,11519068.449539969,-871153.6306955789,-1878435.2624578828
163.25000243,1032049.0527092036,-4608.101753458863,-140564.74227841132,11518709.430270722,-871024.6950015874,-1880817.792378911
163.30000243,1031383.5879451083,-4649.1833958582665,-140410.08100444428,11518396.804742355,-870912.4208343982,-1882892.443349528
163.35000243,1030058.3015717983,-4730.9983074849415,-140102.06998729304,11517774.204756528,-870688.824587266,-1887024.1522078782
163.40000243,1027870.8095347168,-4866.040417101519,-139593.6729638868,11516746.553270245,-870319.7609494188,-1893843.870880913
163.45000244,1027002.5332043322,-4919.6423801704705,-139391.87606845648,11516338.649860175,-870173.2693436363,-1896550.8065877866
163.50000244,1026887.2760410273,-4926.757638291315,-139365.0890458035,11516284.503745278,-870153.8236829179,-1896910.1319775332
163.55000244,1027689.8865691733,-4877.209472133912,-139551.62449212602,11516661.558330243,-870289.2364552941,-1894407.9157805436
163.60000244,1025924.5196175774,-4986.192212802056,-139141.333945602,11515832.21498138,-869991.3918285496,-1899911.618541729
163.65000244,1026099.2864141614,-4975.403201230102,-139181.95165650902,11515914.317844028,-870020.8776820424,-1899366.766096149
163.70000244,1025509.6622315584,-5011.802919331889,-139044.91656139446,11515637.321101947,-869921.398990415,-1901204.976695323
163.75000244,1024191.6435577145,-5093.169168539988,-138738.59463691787,11515018.135374106,-869699.0289162508,-1905314.0277954189
163.80000244,1024892.0787815956,-5049.92866814994,-138901.38342740195,11515347.189508552,-869817.2031392513,-1903130.353023315
163.85000244,1025040.3398507134,-5040.775954810515,-138935.84091796592,11515416.840371482,-869842.2170678015,-1902668.1347549022
163.90000244,1024681.743008799,-5062.913486382319,-138852.4990982282,11515248.376865638,-869781.7162509967,-1903786.0952034155
163.95000244,1028097.7327627664,-4852.0315928784585,-139646.41239869455,11516853.158454914,-870358.0463971535,-1893136.415699618
164.00000244,1027175.6754563289,-4908.953657845069,-139432.1162174713,11516419.989535743,-870202.4811114068,-1896011.0188175838
164.05000244,1023768.8344534555,-5119.27076453958,-138640.32918660744,11514819.505894758,-869627.6945006335,-1906632.1762021629
164.10000245,1020786.9401135079,-5303.3543156996175,-137947.30439801715,11513418.655926647,-869124.6029445858,-1915928.521133452
164.15000245,1020873.8960000662,-5297.986201820636,-137967.51389507795,11513459.506519265,-869139.2737435106,-1915657.4277199723
164.20000245,1022287.3352927879,-5210.72927897544,-138296.01261278935,11514123.519446084,-869377.7427474682,-1911250.8935820763
164.25000245,1023128.3363745862,-5158.811119571581,-138491.4704427699,11514518.609346768,-869519.632598229,-1908628.9911091262
164.30000245,1020876.204563426,-5297.843685522972,-137968.0504303981,11513460.591048272,-869139.6632337475,-1915650.2305497034
164.35000245,1022348.7259776936,-5206.939401133632,-138310.28047797093,11514152.359884137,-869388.1003026579,-1911059.5021652826
164.40000245,1020760.434386042,-5304.990613932135,-137941.14417767417,11513406.20392693,-869120.1310196433,-1916011.1553106182
164.45000245,1020300.0042492497,-5333.414697745682,-137834.13518881222,11513189.90064153,-869042.4493557202,-1917446.5909365688
164.50000245,1022236.9744106024,-5213.838245617238,-138284.30819413764,11514099.860646624,-869369.2460900772,-1911407.8985186927
164.55000245,1021681.123654932,-5248.153003067894,-138155.12241204083,11513838.730162244,-869275.4654963607,-1913140.817182444
164.60000245,1019873.6895487773,-5359.73270738249,-137735.05499968218,11512989.6242848,-868970.5234919653,-1918775.6683796481
164.65000245,1020719.1367526021,-5307.540072146085,-137931.54615694605,11513386.802908016,-869113.1634720713,-1916139.9046898833
164.70000245,1018732.5752301837,-5430.177985483778,-137469.84757807563,11512453.545613132,-868777.9999104021,-1922333.20298762
164.75000245,1021438.9810091762,-5263.101379179302,-138098.8458184555,11513724.975119673,-869234.6122981749,-1913895.7203751442
164.80000246,1020772.7467239612,-5304.230527011244,-137944.0056993818,11513411.988081638,-869122.2083009068,-1915972.7704025162
164.85000246,1020677.6681144696,-5310.100087122779,-137921.90839286105,11513367.321553621,-869106.1670733707,-1916269.18719287
164.90000246,1018413.8224818164,-5449.855791325317,-137395.76596053122,11512303.800274607,-868724.2214065758,-1923326.9456085174
164.95000246,1015803.1793310883,-5611.020610467122,-136789.0240001002,11511077.358638009,-868283.7656508537,-1931465.8789357464
165.00000246,1018256.9256756856,-5459.541621185648,-137359.30143043617,11512230.092469832,-868697.7504960281,-1923816.0866249744
165.05000246,1019127.3395647368,-5405.807698581815,-137561.59511782965,11512639.000073427,-868844.6027409189,-1921102.486871555
165.10000246,1019379.4859850523,-5390.2417518471675,-137620.1966978025,11512757.454741698,-868887.1437301313,-1920316.3959410212
165.15000246,1017362.7421342614,-5514.742933817372,-137151.4834164125,11511810.018234234,-868546.8879442534,-1926603.7905759825
165.20000246,1017019.3647100537,-5535.940913500804,-137071.67875545242,11511648.704586294,-868488.9548778995,-1927674.3030130896
165.25000246,1018303.1824452312,-5456.686016850823,-137370.05200851863,11512251.823217725,-868705.5547263313,-1923671.8766577255
165.30000246,1018077.8837617688,-5470.594551827343,-137317.69013560298,11512145.981220134,-868667.5433643188,-1924374.2671636445
165.35000246,1019381.623543719,-5390.109792312285,-137620.69348976563,11512758.458935224,-868887.5043692396,-1920309.7318944754
165.40000246,1019632.145419448,-5374.644134824141,-137678.9175078465,11512876.150416415,-868929.7712727297,-1919528.705639316
165.45000247,1019439.2521253717,-5386.55216325185,-137634.08700109218,11512785.531992672,-868897.2271995988,-1920130.0691996014
165.50000247,1018391.9338810696,-5451.207056962532,-137390.6788108285,11512293.517332904,-868720.528462107,-1923395.185445147
165.55000247,1018790.203811836,-5426.620356423367,-137483.2410894021,11512480.61867058,-868787.7227407612,-1922153.5402927473
165.60000247,1020230.4053390644,-5337.711300201422,-137817.95964249218,11513157.20410034,-869030.7069463546,-1917663.5722920971
165.65000247,1018542.0760018138,-5441.938219232434,-137425.57347831997,11512364.051886138,-868745.8597530724,-1922927.102815775
165.70000247,1016400.6697295847,-5574.1352812769655,-136927.88728963915,11511358.050812265,-868384.5714943996,-1929603.1446452842
165.75000247,1016073.7087559374,-5594.319811732461,-136851.89799095623,11511204.4493706,-868329.4081363975,-1930622.4772049177
165.80000247,1016485.2315504365,-5568.9149620770495,-136947.54037970124,11511397.776708134,-868398.8383775231,-1929339.5149639356
165.85000247,1014471.138272392,-5693.252514224018,-136479.4431203455,11510451.585400641,-868059.0297841394,-1935618.6461811808
165.90000247,1013871.8523246157,-5730.24868942347,-136340.16252555753,11510170.049703825,-867957.9210037425,-1937486.9782707412
165.95000247,1012397.6208634152,-5821.258541440692,-135997.53504441428,11509477.47751314,-867709.1954235455,-1942083.0378923973
166.00000247,1012250.6423294976,-5830.332079059174,-135963.37562902822,11509408.429166324,-867684.3978784602,-1942541.2577328822
166.05000247,1012104.3478143534,-5839.363389626485,-135929.37518707043,11509339.702161437,-867659.7157378898,-1942997.3450784718
166.10000248,1015188.7594679529,-5648.951059173507,-136646.2261182133,11510788.713251032,-868180.1035455704,-1933381.392474849
166.15000248,1016078.8388967373,-5594.003108848743,-136853.0902916678,11511206.859435061,-868330.2736702573,-1930606.483493208
166.20000248,1016703.5190414729,-5555.43925437491,-136998.27277497787,11511500.324950961,-868435.6668432604,-1928658.9825306851
166.25000248,1017107.7741365058,-5530.483067138074,-137092.22607104827,11511690.238030508,-868503.870911418,-1927398.6780479571
166.30000248,1017385.4857584739,-5513.338884366265,-137156.76928290026,11511820.702853346,-868550.7251443653,-1926532.8851207378
166.35000248,1016825.530890164,-5547.907004123869,-137026.6296602343,11511557.644317398,-868456.252123561,-1928278.5987538553
166.40000248,1016084.9950656969,-5593.623065388304,-136854.52105252157,11511209.751512414,-868331.3123108891,-1930587.2910391572
166.45000248,1016800.4787025912,-5549.453569872676,-137020.80725842624,11511545.875169279,-868452.0254332119,-1928356.701379371
166.50000248,1015518.8840284268,-5628.571228606384,-136722.9506690017,11510943.800899114,-868235.8006494528,-1932352.1971263275
166.55000248,1014418.9818409263,-5696.472326875124,-136467.32139644472,11510427.08307862,-868050.2301898974,-1935781.2489168963
166.60000248,1015875.7708234073,-5606.539264662523,-136805.89505516874,11511111.461050136,-868296.0129549709,-1931239.5679150526
166.65000248,1016853.9176692568,-5546.15458150064,-137033.22705750488,11511570.980007418,-868461.0414109188,-1928190.1002157282
166.70000248,1017404.7237864737,-5512.151248552311,-137161.24041056866,11511829.740595074,-868553.9708963399,-1926472.9087018252
166.75000248,1018217.1670844861,-5461.996068534461,-137350.0610999216,11512211.414470257,-868691.0426086142,-1923940.0378907255
166.80000249,1019832.648422378,-5362.266330452219,-137725.51659398974,11512970.34376911,-868963.5992210862,-1918903.6180733263
166.85000249,1020631.2403402305,-5312.96624822041,-137911.1180714215,11513345.510470247,-869098.3339919389,-1916413.930283843
166.90000249,1018965.3981201531,-5415.80495294445,-137523.95815870166,11512562.922371933,-868817.2807220757,-1921607.355037859
166.95000249,1020498.0276841263,-5321.18996643423,-137880.1579962782,11513282.929129736,-869075.8589627111,-1916829.2336645722
167.00000249,1018969.6732374864,-5415.541033874685,-137524.95174262795,11512564.930758985,-868818.0020002923,-1921594.0269447675
167.05000249,1018799.8655770092,-5426.023899325702,-137485.4865890755,11512485.157625316,-868789.3528295307,-1922123.4188023605
167.10000249,1015587.5424127991,-5624.332688345976,-136738.907626858,11510976.055595154,-868247.3843776108,-1932138.1479512784
167.15000249,1015651.3271634113,-5620.395015825102,-136753.73189903834,11511006.020729955,-868258.1458486017,-1931939.2928023539
167.20000249,1016996.3645788012,-5537.360798096106,-137066.33327392905,11511637.899463959,-868485.0744010946,-1927746.0081539203
167.25000249,1016849.044035497,-5546.455449240162,-137032.09437182895,11511568.69044618,-868460.219153752,-1928205.2942418521
167.30000249,1018133.460287101,-5467.163603920424,-137330.6067266448,11512172.090251798,-868676.919981134,-1924201.0019534559
167.35000249,1018840.6501963685,-5423.506111400155,-137494.96537973237,11512504.317637783,-868796.2338237166,-1921996.268794268
167.40000249,1018663.2328270382,-5434.458752795345,-137453.73164679113,11512420.969575165,-868766.3007777296,-1922549.3846575636
167.4500025,1021631.9598055995,-5251.188072370177,-138143.69619688843,11513815.633711157,-869267.1707968703,-1913294.0902529957
167.5000025,1023008.291079869,-5166.221967050496,-138463.57060611973,11514462.213838374,-869499.3791059082,-1909003.243963132
167.5500025,1023605.7814783648,-5129.336637860376,-138602.4338956585,11514742.90601263,-869600.184949454,-1907140.5096726716
167.6000025,1025407.5724296399,-5018.105306717853,-139021.1897772345,11515589.360819167,-869904.1748666037,-1901523.2515583474
167.6500025,1023635.2797879644,-5127.5155962789995,-138609.28962474997,11514756.763883281,-869605.1617691483,-1907048.5458303401
167.7000025,1022055.1964215923,-5225.060084463583,-138242.06100559162,11514014.464029212,-869338.5773403093,-1911974.6090369415
167.7500025,1021899.1546389285,-5234.693130509938,-138205.79519228192,11513941.15790185,-869312.250685405,-1912461.084434779
167.8000025,1022483.5631783849,-5198.615393673272,-138341.61811500633,11514215.704411728,-869410.8494176082,-1910639.1341091772
167.8500025,1024090.6652863031,-5099.402936967791,-138715.12618457884,11514970.69727196,-869681.9923247758,-1905628.8373542384
167.9000025,1021753.4586402107,-5243.687492407503,-138171.9338520737,11513872.712071149,-869287.6695237848,-1912915.305847337
167.9500025,1021800.9979449566,-5240.752712351723,-138182.98250533413,11513895.045335157,-869295.6901375529,-1912767.0974521595
168.0000025,1023547.2123708992,-5132.952329116142,-138588.82179586825,11514715.391110031,-869590.3034378872,-1907323.104548025
168.0500025,1022650.8057684619,-5188.290879664126,-138380.48711820296,11514294.272513166,-869439.0658214398,-1910117.7391074398
168.1000025,1023391.5980999687,-5142.55898325552,-138552.6553409512,11514642.285821373,-869564.0489108046,-1907808.247136553
168.15000251,1023364.3228513827,-5144.242786920599,-138546.31627550148,11514629.472311987,-869559.4471557831,-1907893.280370476
168.20000251,1023254.2813312246,-5151.0360637763115,-138520.74142523867,11514577.776429292,-869540.8814544888,-1908236.34548665
168.25000251,1023350.8134806093,-5145.076771181067,-138543.17655029433,11514623.125808906,-869557.1679166186,-1907935.3971446457
168.30000251,1024615.7351971737,-5066.988396819454,-138837.15816240627,11515217.367369572,-869770.5797153332,-1903991.880960747
168.35000251,1023102.0871541603,-5160.431582659914,-138485.3698374625,11514506.277850274,-869515.2039499794,-1908710.825600707
168.40000251,1025755.9089899538,-4996.601180913522,-139102.146995549,11515753.004196087,-869962.9446156886,-1900437.2785332554
168.45000251,1027296.8322815533,-4901.4741914079805,-139460.27438594247,11516476.907224769,-870222.9221360639,-1895633.3006593725
168.50000251,1027015.1875516383,-4918.861179723993,-139394.81707687821,11516344.594685845,-870175.4043271573,-1896511.355432237
168.55000251,1027504.8594909898,-4888.631889473277,-139508.622179796,11516574.635338673,-870258.0195340816,-1894984.7556495417
168.60000251,1026333.2208346371,-4960.961549732663,-139236.32056895577,11516024.216783462,-870060.3460260523,-1898637.4528421857
168.65000251,1028324.3994837753,-4838.038603799631,-139699.09221846657,11516959.643136362,-870396.2885681953,-1892429.7602039108
168.70000251,1028318.0723101221,-4838.429204022877,-139697.62171425566,11516956.670723526,-870395.2210764348,-1892449.485781686
168.75000251,1028564.4045708645,-4823.222187223094,-139754.87202008878,11517072.393985407,-870436.7811272728,-1891681.5210577557
168.80000252,1029868.3153575081,-4742.726870945243,-140057.9151176085,11517684.952035978,-870656.7709833222,-1887616.452664863
168.85000252,1027968.3677122616,-4860.0177839295275,-139616.3465490848,11516792.38466275,-870336.2205183206,-1893539.7237965667
168.90000252,1027859.8652343437,-4866.7160499201145,-139591.1293890355,11516741.411799394,-870317.9144771844,-1893877.9907992273
168.95000252,1025780.3626611001,-4995.091563834471,-139107.83029560742,11515764.49217002,-869967.0703270873,-1900361.0418407724
169.00000252,1026101.7659822146,-4975.250128169646,-139182.52793518623,11515915.482708517,-870021.296023408,-1899359.0358021564
169.05000252,1027078.630292864,-4914.944620728693,-139409.56186234448,11516374.399149684,-870186.108095891,-1896313.5665307594
169.10000252,1028225.5587710306,-4844.14041269254,-139676.1205580907,11516913.20922774,-870379.6126158285,-1892737.905716184
169.15000252,1029898.1556764947,-4740.884715838268,-140064.85033341413,11517698.970577596,-870661.8055052739,-1887523.4225750833
169.20000252,1031476.8710053202,-4643.424681756015,-140431.76100571605,11518440.62774781,-870928.1591250836,-1882601.6243582717
169.25000252,1033042.9319868392,-4546.745848120265,-140795.73066959615,11519176.340092352,-871192.3777613722,-1877719.2772970109
169.30000252,1029574.4437920201,-4760.868667800781,-139989.61615851504,11517546.895510089,-870607.1903187162,-1888532.6257839694
169.35000252,1030160.2203690232,-4724.706476861783,-140125.7570280959,11517822.084703825,-870706.0198599487,-1886706.410468578
169.40000252,1031234.6428572178,-4658.378336248814,-140375.46454045223,11518326.832537496,-870887.2915013335,-1883356.7941128334
169.45000253,1032624.0559905267,-4572.604638575679,-140698.37931649789,11518979.558329089,-871121.7069217141,-1879025.1638581108
169.50000253,1032705.8817362852,-4567.553227580415,-140717.3965128471,11519017.998857245,-871135.512186779,-1878770.064156341
169.55000253,1033913.260373544,-4493.017203897809,-140998.00448531116,11519585.207528204,-871339.2155806987,-1875005.9441054524
169.60000253,1034120.6890665541,-4480.2118506328625,-141046.21317741505,11519682.654467922,-871374.211999766,-1874359.265028654
169.65000253,1035443.7523788506,-4398.534176922472,-141353.70753092456,11520304.210092483,-871597.4331822257,-1870234.4867787114
169.70000253,1035713.6832872723,-4381.870326857618,-141416.4424200307,11520431.019650886,-871642.9746888189,-1869392.9509809178
169.75000253,1037040.0811910891,-4299.986796272795,-141724.7117690028,11521054.141817346,-871866.7584682875,-1865257.776818363
169.80000253,1037148.156157274,-4293.31492218916,-141749.82957065958,11521104.913841996,-871884.9923816021,-1864920.8426250105
169.85000253,1038335.1852360265,-4220.035153278633,-142025.70808363444,11521662.562590592,-872085.262491211,-1861220.1642972375
169.90000253,1040621.3469811598,-4078.9017915319027,-142557.0370240596,11522736.567650015,-872470.9732302964,-1854092.8332356513
169.95000253,1043953.8864447811,-3873.1715982698834,-143331.55556628449,11524302.145524053,-873033.2240256659,-1843703.318109002
170.00000253,1043868.9826145426,-3878.4130309953857,-143311.82298950828,11524262.258957218,-873018.899440285,-1843968.0140377982
170.05000253,1043555.1034999352,-3897.7899690973904,-143238.87405763986,11524114.80317993,-872965.9431936257,-1844946.5626325712
170.10000253,1044461.4283745853,-3841.839126307569,-143449.5138500141,11524540.581234753,-873118.8541755354,-1842121.006897185
170.15000254,1045520.032928647,-3776.487486252718,-143695.54510184316,11525037.898036337,-873297.4570875189,-1838820.7044858783
170.20000254,1042682.7230569102,-3951.6452944733505,-143036.12332164016,11523704.971718293,-872818.7591607552,-1847666.2933088143
170.25000254,1043243.9604604205,-3916.997998994793,-143166.5610194841,11523968.632770354,-872913.4485650246,-1845916.581247768
170.30000254,1044635.767659436,-3831.076506642592,-143490.03220252847,11524622.483258696,-873148.2679012065,-1841577.4872609142
170.35000254,1044000.9982377937,-3870.26321012108,-143342.5048611523,11524324.277949356,-873041.1725116123,-1843556.4425231337
170.40000254,1042436.7328055546,-3966.8311977475346,-142978.95250252122,11523589.409127375,-872777.2568121746,-1848433.1917852962
170.45000254,1044271.6986673356,-3853.551854623663,-143405.41859536522,11524451.449017428,-873086.8438482846,-1842712.5076685832
170.50000254,1042274.3638492372,-3976.8548440171703,-142941.2161850005,11523513.130587175,-872749.8626655097,-1848939.3927609106
170.55000254,1043566.047800308,-3897.11433627882,-143241.4176324911,11524119.94465078,-872967.7896658599,-1844912.4427142583
170.60000254,1047163.473533898,-3675.031717454249,-144077.4986347892,11525809.962186502,-873574.7308595272,-1833697.1189396621
170.65000254,1052284.7220897549,-3358.8777854031596,-145267.73269177572,11528215.849202702,-874438.7644607037,-1817731.129663547
170.70000254,1051506.5652327552,-3406.916334481513,-145086.8805455116,11527850.282591669,-874307.4773997263,-1820157.1091680536
170.75000254,1053110.5037538467,-3307.8991778876607,-145459.65336297866,11528603.789245483,-874578.0865610136,-1815156.6752020027
170.80000255,1052109.784288478,-3369.6773537378817,-145227.07523751174,11528133.666004572,-874409.2497560823,-1818276.5152328494
170.85000255,1051965.4563273073,-3378.5872615330904,-145193.53184416008,11528065.86285773,-874384.8994034914,-1818726.4716556165
170.90000255,1053454.479694481,-3286.6642495344845,-145539.5971256883,11528765.384067612,-874636.1206063178,-1814084.296831864
170.95000255,1052601.4227818027,-3339.3266607150754,-145341.33738903562,11528364.630515443,-874492.1967509863,-1816743.784527332
171.00000255,1051978.1961769601,-3377.8007827052106,-145196.49272426037,11528071.84785114,-874387.0488125767,-1818686.7539382048
171.05000255,1052493.9463320444,-3345.961586128941,-145316.35868912854,11528314.13966498,-874474.063816622,-1817078.8527876516
171.10000255,1055071.1580652262,-3186.860614112704,-145915.33082325585,11529524.875714839,-874908.8791766905,-1809044.1451483988
171.15000255,1056678.696392612,-3087.930208195386,-146291.0217803637,11530269.181619884,-875311.3222779353,-1804170.8154825366
171.20000255,1055099.6303466654,-3185.1029131080973,-145921.9480922049,11529538.251572598,-874913.6828896127,-1808955.3800484107
171.25000255,1054931.1907237351,-3195.5013244567695,-145882.80088550894,11529459.121122787,-874885.2645278805,-1809480.5069162135
171.30000255,1056721.321332577,-3085.328440949022,-146301.12789383074,11530288.16167779,-875331.0981317085,-1804051.1933843738
171.35000255,1058591.828454164,-2971.155279249329,-146744.61373163536,11531121.06217011,-876198.9204758297,-1798801.8256035093
171.40000255,1059250.4357582584,-2930.954802405843,-146900.76550923064,11531414.327211175,-876504.4815335226,-1796953.5183062775
171.45000255,1058502.9398598468,-2976.5809158240954,-146723.5387876979,11531081.481805451,-876157.6805856439,-1799051.2814423621
171.50000256,1056399.970870548,-3104.94322767721,-146224.9376579118,11530145.070558306,-875182.0074877735,-1804953.0273000388
171.55000256,1056579.5154347422,-3093.9840763735556,-146267.50657975976,11530225.018265633,-875265.30724257,-1804449.1556816779
171.60000256,1056054.007540142,-3126.1856199740923,-146143.75576791086,11529986.603897875,-875074.7010386767,-1805980.0165466743
171.65000256,1056662.7900125766,-3088.901111582437,-146287.25047460652,11530262.098817788,-875303.9425081126,-1804215.4549484358
171.70000256,1057698.9919067994,-3025.6527844003285,-146532.92762808572,11530723.499396209,-875784.6886899631,-1801307.470918208
171.75000256,1060305.8708570993,-2866.532507075987,-147151.0027382986,11531884.291962065,-876994.1509664658,-1793991.558451269
171.80000256,1060326.1436943999,-2865.295081190507,-147155.8093044598,11531893.319062777,-877003.5565554557,-1793934.6650143375
171.85000256,1060133.4997584114,-2877.0537999894036,-147110.13460139994,11531807.538459605,-876914.179343158,-1794475.2985457932
171.90000256,1061724.865504862,-2779.9190408665977,-147487.43772052383,11532516.14271905,-877652.4939619589,-1790009.3096272901
171.95000256,1063070.150195466,-2697.804728261314,-147806.39652116818,11533115.171863705,-878276.6392005611,-1786233.9195047691
172.00000256,1064168.2102342723,-2630.7806656850494,-148066.73986370335,11533604.116672501,-878786.0844872779,-1783152.337551596
172.05000256,1060015.9173020693,-2884.230870125121,-147082.25651766523,11531755.181275478,-876859.6269270177,-1794805.2804799934
172.10000256,1060992.548243609,-2824.618671314174,-147313.80976134771,11532190.056065654,-877312.7351473751,-1792064.4756259792
172.15000257,1062542.3286827768,-2730.0222217000446,-147681.25325757684,11532880.143195435,-878031.7562502995,-1787715.1911934898
172.20000257,1065123.736632366,-2572.4566589497526,-148293.28934876676,11534029.594019372,-879229.401248328,-1780470.7602242336
172.25000257,1065863.8511387345,-2527.281095469299,-148468.76598723562,11534359.15263458,-879572.7775971387,-1778393.7121344167
172.30000257,1063680.2066533065,-2660.5677277692403,-147951.03718903367,11533386.818155887,-878559.6750784679,-1784521.8646949595
172.35000257,1064526.3636932466,-2608.9194750416914,-148151.6558658841,11533763.595451739,-878952.2498927634,-1782147.2201658096
172.40000257,1062430.464206186,-2736.850274278334,-147654.7308719901,11532830.332116637,-877979.8566925921,-1788029.126260864
172.45000257,1065640.2261488205,-2540.9308548521417,-148415.74586511924,11534259.576769808,-879469.0267155132,-1779021.2905079518
172.50000257,1069558.0819112158,-2301.7903702671592,-149344.64558708834,11536004.121848347,-881286.7170800201,-1768026.2691194525
172.55000257,1071952.0440882272,-2155.6662376271643,-149912.2394280803,11537070.10671032,-882397.3965552356,-1761307.8836208996
172.60000257,1072456.5778288378,-2124.870197513298,-150031.86130285056,11537294.765785977,-882631.4751366063,-1759891.9664443466
172.65000257,1072597.7599470634,-2116.2526367313885,-150065.33472257812,11537357.631441189,-882696.9766230066,-1759495.7547143328
172.70000257,1072492.0293032965,-2122.706288657157,-150040.26663136831,11537310.551639017,-882647.922858891,-1759792.4758700205
172.75000257,1075276.2695891585,-1952.7601212783607,-150700.39303322724,11538550.319762895,-883939.6719806066,-1751978.8187702359
172.80000257,1074679.624392916,-1989.1785169539246,-150558.93209374516,11538284.64524503,-883662.8582615696,-1753653.2363833077
172.85000258,1075062.9369627966,-1965.7816490578145,-150649.81316777726,11538455.326887714,-883840.6962441605,-1752577.512783483
172.90000258,1078118.8332684846,-1779.2539748136662,-151374.34755619598,11539816.058161126,-885258.480258339,-1744001.4836288183
172.95000258,1078617.752992612,-1748.8006064834624,-151492.63838187547,11540038.21742428,-885489.9542150664,-1742601.321557877
173.00000258,1081561.5768951722,-1569.1136763651643,-152190.60108659288,11541349.045033246,-886855.7422039578,-1734339.8109930172
