# Time(s),U_avg(m/s)
9.855000146999999799e+01,1.017507927499284648e+01
9.860000146999999515e+01,1.015986499674556676e+01
9.865000147000000652e+01,1.013244492629598881e+01
9.870000147000000368e+01,1.014214631998559568e+01
9.875000147000000084e+01,1.011107467000287308e+01
9.880000146999999799e+01,1.010907588656044709e+01
9.885000146999999515e+01,1.011484768880515972e+01
9.890000147000000652e+01,1.012369442499683991e+01
9.895000147000000368e+01,1.015170336133640916e+01
9.900000147999999456e+01,1.012976333337800838e+01
9.905000148000000593e+01,1.012079057530325699e+01
9.910000148000000308e+01,1.012254571643840961e+01
9.915000148000000024e+01,1.013417639059250419e+01
9.920000147999999740e+01,1.013347601443021873e+01
9.925000147999999456e+01,1.014219825627680116e+01
9.930000148000000593e+01,1.012725664355835065e+01
9.935000148000000308e+01,1.011939669689957810e+01
9.940000148000000024e+01,1.011962124498214166e+01
9.945000147999999740e+01,1.015003681740390107e+01
9.950000147999999456e+01,1.014815107177174625e+01
9.955000148000000593e+01,1.014070814298059453e+01
9.960000148000000308e+01,1.015191492534617268e+01
9.965000148000000024e+01,1.012766602373608826e+01
9.970000149000000533e+01,1.012401291666496661e+01
9.975000149000000249e+01,1.014891942337399300e+01
9.980000148999999965e+01,1.015065394274646238e+01
9.985000148999999681e+01,1.015428031790299279e+01
9.990000148999999396e+01,1.016752483592940060e+01
9.995000149000000533e+01,1.018082434532296965e+01
1.000000014900000025e+02,1.020160268065014009e+01
1.000500014899999996e+02,1.019403220243793839e+01
1.001000014899999968e+02,1.015455374720080783e+01
1.001500014899999940e+02,1.012809449813853391e+01
1.002000014900000053e+02,1.012765533097025106e+01
1.002500014900000025e+02,1.012500276127382470e+01
1.003000014899999996e+02,1.012362033940497241e+01
1.003500015000000047e+02,1.012393730353512389e+01
1.004000015000000019e+02,1.011661734155109116e+01
1.004500014999999991e+02,1.013194924022257126e+01
1.005000014999999962e+02,1.013006043951446422e+01
1.005500014999999934e+02,1.012583832454704513e+01
1.006000015000000047e+02,1.013168192107666066e+01
1.006500015000000019e+02,1.013626300746858711e+01
1.007000014999999991e+02,1.012233644373561070e+01
1.007500014999999962e+02,1.013546563264478451e+01
1.008000014999999934e+02,1.011966707112144270e+01
1.008500015000000047e+02,1.009409608539257874e+01
1.009000015000000019e+02,1.009655389399698500e+01
1.009500014999999991e+02,1.011124957310119754e+01
1.010000015100000041e+02,1.013992757107453357e+01
1.010500015100000013e+02,1.014283447584407050e+01
1.011000015099999985e+02,1.014976262433709664e+01
1.011500015099999956e+02,1.014240447390364785e+01
1.012000015100000070e+02,1.014588496918340965e+01
1.012500015100000041e+02,1.012284740518879467e+01
1.013000015100000013e+02,1.011736736269761927e+01
1.013500015099999985e+02,1.010354314400907683e+01
1.014000015099999956e+02,1.008809362491339634e+01
1.014500015100000070e+02,1.008531656087187223e+01
1.015000015100000041e+02,1.010280916201130275e+01
1.015500015100000013e+02,1.010663335333580903e+01
1.016000015099999985e+02,1.012131375706025338e+01
1.016500015099999956e+02,1.012631262508879004e+01
1.017000015200000007e+02,1.010947610151032627e+01
1.017500015199999979e+02,1.013103577251254528e+01
1.018000015199999950e+02,1.013234181748256724e+01
1.018500015200000064e+02,1.013133669749394095e+01
1.019000015200000036e+02,1.014590100833216191e+01
1.019500015200000007e+02,1.013606442753162540e+01
1.020000015199999979e+02,1.009843887586015398e+01
1.020500015199999950e+02,1.010184681308602528e+01
1.021000015200000064e+02,1.010641262409818530e+01
1.021500015200000036e+02,1.011052475633128545e+01
1.022000015200000007e+02,1.010174217673462493e+01
1.022500015199999979e+02,1.008885281128778111e+01
1.023000015199999950e+02,1.005146020915774585e+01
1.023500015300000001e+02,1.002527133431733475e+01
1.024000015299999973e+02,1.000520941430120736e+01
1.024500015299999944e+02,1.002992115991821009e+01
1.025000015300000058e+02,1.006349186203070900e+01
1.025500015300000030e+02,1.006663782649358652e+01
1.026000015300000001e+02,1.008163137550324251e+01
1.026500015299999973e+02,1.007577250359386056e+01
1.027000015299999944e+02,1.006530352207099632e+01
1.027500015300000058e+02,1.007854956763538290e+01
1.028000015300000030e+02,1.010481023676069512e+01
1.028500015300000001e+02,1.008887954320237412e+01
1.029000015299999973e+02,1.011126026586703297e+01
1.029500015299999944e+02,1.009943253931395368e+01
1.030000015300000058e+02,1.007533944657748570e+01
1.030500015399999967e+02,1.007215682120316735e+01
1.031000015399999938e+02,1.007627124474323210e+01
1.031500015400000052e+02,1.006936600931985559e+01
1.032000015400000024e+02,1.006988002584899355e+01
1.032500015399999995e+02,1.008603297618291528e+01
1.033000015399999967e+02,1.010944478698180404e+01
1.033500015399999938e+02,1.012124578162029387e+01
1.034000015400000052e+02,1.012295738792311184e+01
1.034500015400000024e+02,1.012047208363512851e+01
1.035000015399999995e+02,1.012092423487621140e+01
1.035500015399999967e+02,1.010495382533049913e+01
1.036000015399999938e+02,1.012165287049106688e+01
1.036500015400000052e+02,1.013714897949503424e+01
1.037000015499999961e+02,1.011439248248812284e+01
1.037500015499999932e+02,1.010656003151292737e+01
1.038000015500000046e+02,1.008870922271797888e+01
1.038500015500000018e+02,1.008418160015523313e+01
1.039000015499999989e+02,1.008576107442307368e+01
1.039500015499999961e+02,1.009522569972629924e+01
1.040000015499999932e+02,1.009806462905587665e+01
1.040500015500000046e+02,1.007165120613290021e+01
1.041000015500000018e+02,1.006702123852572051e+01
1.041500015499999989e+02,1.008269454193497872e+01
1.042000015499999961e+02,1.008483691394721049e+01
1.042500015499999932e+02,1.006677072229755332e+01
1.043000015500000046e+02,1.008629189386995328e+01
1.043500015500000018e+02,1.007947296434225848e+01
1.044000015600000069e+02,1.009868710078135479e+01
1.044500015600000040e+02,1.010625987030052109e+01
1.045000015600000012e+02,1.013259233371073442e+01
1.045500015599999983e+02,1.012987178857434856e+01
1.046000015599999955e+02,1.012010547452073617e+01
1.046500015600000069e+02,1.012135576435461104e+01
1.047000015600000040e+02,1.011953264777949890e+01
1.047500015600000012e+02,1.014173923111482267e+01
1.048000015599999983e+02,1.013359592616138372e+01
1.048500015599999955e+02,1.010553658106858421e+01
1.049000015600000069e+02,1.009225540213073558e+01
1.049500015600000040e+02,1.010980528594428840e+01
1.050000015600000012e+02,1.010204539302298699e+01
1.050500015700000063e+02,1.010326360455935202e+01
1.051000015700000034e+02,1.009325059312251405e+01
1.051500015700000006e+02,1.011004969202055115e+01
1.052000015699999977e+02,1.011572525937273781e+01
1.052500015699999949e+02,1.011227073223857786e+01
1.053000015700000063e+02,1.010117927899023371e+01
1.053500015700000034e+02,1.009837624680311130e+01
1.054000015700000006e+02,1.010153825041474285e+01
1.054500015699999977e+02,1.009080653235989722e+01
1.055000015699999949e+02,1.007369887079057946e+01
1.055500015700000063e+02,1.008565796560965033e+01
1.056000015700000034e+02,1.007291448003957690e+01
1.056500015700000006e+02,1.005810270804914097e+01
1.057000015800000057e+02,1.005166184417066155e+01
1.057500015800000028e+02,1.005512706407065693e+01
1.058000015800000000e+02,1.007429842944640797e+01
1.058500015799999971e+02,1.005499493203567773e+01
1.059000015799999943e+02,1.004330468390049269e+01
1.059500015800000057e+02,1.003748323667154096e+01
1.060000015800000028e+02,1.002677214037937858e+01
1.060500015800000000e+02,1.003203450870888425e+01
1.061000015799999971e+02,1.003159916038554300e+01
1.061500015799999943e+02,1.003664461832236832e+01
1.062000015800000057e+02,1.002569064349192196e+01
1.062500015800000028e+02,1.003306177799817078e+01
1.063000015800000000e+02,1.004233164220937802e+01
1.063500015799999971e+02,1.004340321009998682e+01
1.064000015900000022e+02,1.006668594393985039e+01
1.064500015899999994e+02,1.008174746838946767e+01
1.065000015899999966e+02,1.006189405730714803e+01
1.065500015899999937e+02,1.006404712208521524e+01
1.066000015900000051e+02,1.007722519220963875e+01
1.066500015900000022e+02,1.008330479335664442e+01
1.067000015899999994e+02,1.006573963416332518e+01
1.067500015899999966e+02,1.003635820495174791e+01
1.068000015899999937e+02,1.004306027782423349e+01
1.068500015900000051e+02,1.005198644599069624e+01
1.069000015900000022e+02,1.004210480281984808e+01
1.069500015899999994e+02,1.003382554698648832e+01
1.070000015899999966e+02,1.000916191881574768e+01
1.070500016000000016e+02,1.000792766813062684e+01
1.071000015999999988e+02,1.000601366304590556e+01
1.071500015999999960e+02,9.997580125876902812e+00
1.072000015999999931e+02,1.000133405045448498e+01
1.072500016000000045e+02,9.992299427091680286e+00
1.073000016000000016e+02,9.973580212957012137e+00
1.073500015999999988e+02,9.986338973906851990e+00
1.074000015999999960e+02,1.000889001705590609e+01
1.074500015999999931e+02,1.000670716528729542e+01
1.075000016000000045e+02,9.990136433316763487e+00
1.075500016000000016e+02,1.000161817251813723e+01
1.076000015999999988e+02,9.997085203572474654e+00
1.076500015999999960e+02,9.984550226936212525e+00
1.077000015999999931e+02,9.986428334878484137e+00
1.077500016099999982e+02,9.989734690828910857e+00
1.078000016099999954e+02,9.973966680065100121e+00
1.078500016100000067e+02,9.986643717733191039e+00
1.079000016100000039e+02,9.995528642374283734e+00
1.079500016100000011e+02,9.980043989905139412e+00
1.080000016099999982e+02,9.991967187581760612e+00
1.080500016099999954e+02,9.998980114432491462e+00
1.081000016100000067e+02,9.977203533037588556e+00
1.081500016100000039e+02,9.954375241745776037e+00
1.082000016100000011e+02,9.970797038763583586e+00
1.082500016099999982e+02,9.972224523002749308e+00
1.083000016099999954e+02,9.960290632560290902e+00
1.083500016100000067e+02,9.968714240732442278e+00
1.084000016199999976e+02,9.951847166394445665e+00
1.084500016199999948e+02,9.922096836761509664e+00
1.085000016200000061e+02,9.950319628417808815e+00
1.085500016200000033e+02,9.975604200776052366e+00
1.086000016200000005e+02,9.971770844223687646e+00
1.086500016199999976e+02,9.989360444024635299e+00
1.087000016199999948e+02,9.995420950946932948e+00
1.087500016200000061e+02,9.975737096580019170e+00
1.088000016200000033e+02,9.977719077104701739e+00
1.088500016200000005e+02,1.000269126794672303e+01
1.089000016199999976e+02,9.990568726564152513e+00
1.089500016199999948e+02,9.993315239846142006e+00
1.090000016200000061e+02,9.993994994245742447e+00
1.090500016200000033e+02,9.967903881835837865e+00
1.091000016299999942e+02,9.971372156811787235e+00
1.091500016300000055e+02,9.969635346132353249e+00
1.092000016300000027e+02,9.962316147917309905e+00
1.092500016299999999e+02,9.951837237397596070e+00
1.093000016299999970e+02,9.962258865243184047e+00
1.093500016299999942e+02,9.960718343193750712e+00
1.094000016300000055e+02,9.964295073366038480e+00
1.094500016300000027e+02,9.983308338561208473e+00
1.095000016299999999e+02,9.988908292783550635e+00
1.095500016299999970e+02,9.985234563949745734e+00
1.096000016299999942e+02,9.970847447516812068e+00
1.096500016300000055e+02,9.983090664399536962e+00
1.097000016300000027e+02,9.987070664597661462e+00
1.097500016399999936e+02,1.000278139268734634e+01
1.098000016400000050e+02,1.000710585269919761e+01
1.098500016400000021e+02,9.992939465503889451e+00
1.099000016399999993e+02,9.992859269760117513e+00
1.099500016399999964e+02,9.977383782518833399e+00
1.100000016399999936e+02,9.995728749849224215e+00
1.100500016400000050e+02,9.996311505587311075e+00
1.101000016400000021e+02,9.997739753595462631e+00
1.101500016399999993e+02,1.002237435854464920e+01
1.102000016399999964e+02,1.002434564630349634e+01
1.102500016399999936e+02,1.003996013950065169e+01
1.103000016400000050e+02,1.004512627293763138e+01
1.103500016400000021e+02,1.004899323532548117e+01
1.104000016499999930e+02,1.003208720876907911e+01
1.104500016500000044e+02,1.003110347431212723e+01
1.105000016500000015e+02,1.002532403437752961e+01
1.105500016499999987e+02,1.001827673792232609e+01
1.106000016499999958e+02,1.000692865829390854e+01
1.106500016499999930e+02,1.000852264417252790e+01
1.107000016500000044e+02,1.000205963099338646e+01
1.107500016500000015e+02,1.000038621313998277e+01
1.108000016499999987e+02,9.989191651078217049e+00
1.108500016499999958e+02,9.969708667955231363e+00
1.109000016499999930e+02,9.962901958731347207e+00
1.109500016500000044e+02,9.969515434401188259e+00
1.110000016500000015e+02,9.980234168383232074e+00
1.110500016499999987e+02,9.968964756960609463e+00
1.111000016600000038e+02,9.977886342513144768e+00
1.111500016600000009e+02,9.985327743766319486e+00
1.112000016599999981e+02,9.977039322705101299e+00
1.112500016599999952e+02,9.967105743243047655e+00
1.113000016600000066e+02,9.987972675772860853e+00
1.113500016600000038e+02,9.973816217574402287e+00
1.114000016600000009e+02,9.979872141882768943e+00
1.114500016599999981e+02,9.978825778368774380e+00
1.115000016599999952e+02,9.976468787270828642e+00
1.115500016600000066e+02,9.976141130374839960e+00
1.116000016600000038e+02,9.984793105474498276e+00
1.116500016600000009e+02,9.999000736195174710e+00
1.117000016599999981e+02,9.990881871849362383e+00
1.117500016700000032e+02,9.992177987822536522e+00
1.118000016700000003e+02,1.001871590509060894e+01
1.118500016699999975e+02,1.001550272895675775e+01
1.119000016699999946e+02,1.001322440606460695e+01
1.119500016700000060e+02,9.998644819846617793e+00
1.120000016700000032e+02,1.000722576443036438e+01
1.120500016700000003e+02,1.001975463091472029e+01
1.121000016699999975e+02,1.003617490039455262e+01
1.121500016699999946e+02,1.004707082878188729e+01
1.122000016700000060e+02,1.002919557937930861e+01
1.122500016700000032e+02,1.002965536831027649e+01
1.123000016700000003e+02,1.004879618292649468e+01
1.123500016699999975e+02,1.005253024951037766e+01
1.124000016699999946e+02,1.005761465966560664e+01
1.124500016799999997e+02,1.005849986792306616e+01
1.125000016799999969e+02,1.005184132988291701e+01
1.125500016799999941e+02,1.004003575263049619e+01
1.126000016800000054e+02,1.003286701690615068e+01
1.126500016800000026e+02,1.002667666925583845e+01
1.127000016799999997e+02,1.000787344053245675e+01
1.127500016799999969e+02,1.000214746442704161e+01
1.128000016799999941e+02,1.000887168660018567e+01
1.128500016800000054e+02,1.003175726056612582e+01
1.129000016800000026e+02,1.005543333543497120e+01
1.129500016799999997e+02,1.004010831068438669e+01
1.130000016799999969e+02,1.004094998410951156e+01
1.130500016799999941e+02,1.003213914506028459e+01
1.131000016899999991e+02,1.003577697675164160e+01
1.131500016899999963e+02,1.002764054571909647e+01
1.132000016899999935e+02,1.000520788676322859e+01
1.132500016900000048e+02,1.003704788834819972e+01
1.133000016900000020e+02,1.004132652222075350e+01
1.133500016899999991e+02,1.006337576914448206e+01
1.134000016899999963e+02,1.006181844417730531e+01
1.134500016899999935e+02,1.007335135590089514e+01
1.135000016900000048e+02,1.006652020606938436e+01
1.135500016900000020e+02,1.005762917127638367e+01
1.136000016899999991e+02,1.006823945006208731e+01
1.136500016899999963e+02,1.008223704431097723e+01
1.137000016899999935e+02,1.007348501547385133e+01
1.137500016999999986e+02,1.008354156174302396e+01
1.138000016999999957e+02,1.008200562230751807e+01
1.138500017000000071e+02,1.010473844247579400e+01
1.139000017000000042e+02,1.012841298980666238e+01
1.139500017000000014e+02,1.014172319196606686e+01
1.140000016999999986e+02,1.013696796624480534e+01
1.140500016999999957e+02,1.015581625733849691e+01
1.141000017000000071e+02,1.014743923907463419e+01
1.141500017000000042e+02,1.014713678655525975e+01
1.142000017000000014e+02,1.016394963329508805e+01
1.142500016999999986e+02,1.011358899751241225e+01
1.143000016999999957e+02,1.011792338652111312e+01
1.143500017000000071e+02,1.013827095613887330e+01
1.144000017000000042e+02,1.013653261792146409e+01
1.144500017099999951e+02,1.014536789757831770e+01
1.145000017100000065e+02,1.017006284027757879e+01
1.145500017100000036e+02,1.014505169721715561e+01
1.146000017100000008e+02,1.014518535679011002e+01
1.146500017099999980e+02,1.013998790882460987e+01
1.147000017099999951e+02,1.011501724552056736e+01
1.147500017100000065e+02,1.013829463297751232e+01
1.148000017100000036e+02,1.014883693632325468e+01
1.148500017100000008e+02,1.013626682631353049e+01
1.149000017099999980e+02,1.013848252014863860e+01
1.149500017099999951e+02,1.014219749250781355e+01
1.150000017100000065e+02,1.013795933839164043e+01
1.150500017100000036e+02,1.014128020595284418e+01
1.151000017199999945e+02,1.011510584272321189e+01
1.151500017200000059e+02,1.011257929490985674e+01
1.152000017200000030e+02,1.012215237540942603e+01
1.152500017200000002e+02,1.011358670620544942e+01
1.153000017199999974e+02,1.012037050235968216e+01
1.153500017199999945e+02,1.012917141241206131e+01
1.154000017200000059e+02,1.012087229858500592e+01
1.154500017200000030e+02,1.012743154665667511e+01
1.155000017200000002e+02,1.014065697045837666e+01
1.155500017199999974e+02,1.014010552924881203e+01
1.156000017199999945e+02,1.014049428766386463e+01
1.156500017200000059e+02,1.015054396001214343e+01
1.157000017200000030e+02,1.016519763182200009e+01
1.157500017200000002e+02,1.017310569592703473e+01
1.158000017300000053e+02,1.015789905536963822e+01
1.158500017300000025e+02,1.018054633341122184e+01
1.159000017299999996e+02,1.019930144468833966e+01
1.159500017299999968e+02,1.019333029873767593e+01
1.160000017299999939e+02,1.016719565149543669e+01
1.160500017300000053e+02,1.015464005309648954e+01
1.161000017300000025e+02,1.016196077884951166e+01
1.161500017299999996e+02,1.013521511641661554e+01
1.162000017299999968e+02,1.014922951358325065e+01
1.162500017299999939e+02,1.014389305966187749e+01
1.163000017300000053e+02,1.014069515890779449e+01
1.163500017300000025e+02,1.013897820622205437e+01
1.164000017299999996e+02,1.015380525359225850e+01
1.164500017400000047e+02,1.015909740891230939e+01
1.165000017400000019e+02,1.014918139613698500e+01
1.165500017399999990e+02,1.014041027307515108e+01
1.166000017399999962e+02,1.011225622062780083e+01
1.166500017399999933e+02,1.011994890187813212e+01
1.167000017400000047e+02,1.013536557890731515e+01
1.167500017400000019e+02,1.016912034934599696e+01
1.168000017399999990e+02,1.018284986067998688e+01
1.168500017399999962e+02,1.016891642302611487e+01
1.169000017399999933e+02,1.019137505012758460e+01
1.169500017400000047e+02,1.021411932683068358e+01
1.170000017400000019e+02,1.020522447319274129e+01
1.170500017399999990e+02,1.023097494463385715e+01
1.171000017399999962e+02,1.025975681518960592e+01
1.171500017500000013e+02,1.027105295852681799e+01
1.172000017499999984e+02,1.027546372443434919e+01
1.172500017499999956e+02,1.027566001306434629e+01
1.173000017500000070e+02,1.028243693529768521e+01
1.173500017500000041e+02,1.027677817086324197e+01
1.174000017500000013e+02,1.029834318824838135e+01
1.174500017499999984e+02,1.029001428743078073e+01
1.175000017499999956e+02,1.028444259266100680e+01
1.175500017500000070e+02,1.028980501472798359e+01
1.176000017500000041e+02,1.029466029418671447e+01
1.176500017500000013e+02,1.029679961112299225e+01
1.177000017499999984e+02,1.030470767522802866e+01
1.177500017499999956e+02,1.031798350778296047e+01
1.178000017600000007e+02,1.031512319292171043e+01
1.178500017599999978e+02,1.033617572131568707e+01
1.179000017599999950e+02,1.035273499675139242e+01
1.179500017600000064e+02,1.036042615046375026e+01
1.180000017600000035e+02,1.034791790574207759e+01
1.180500017600000007e+02,1.034700138295609761e+01
1.181000017599999978e+02,1.032934457148417806e+01
1.181500017599999950e+02,1.035398375904729384e+01
1.182000017600000064e+02,1.038221571593145143e+01
1.182500017600000035e+02,1.040618736939877920e+01
1.183000017600000007e+02,1.042573298157880402e+01
1.183500017599999978e+02,1.045051193886678043e+01
1.184000017599999950e+02,1.047135366701998294e+01
1.184500017700000001e+02,1.047447748218220021e+01
1.185000017699999972e+02,1.046663892105510207e+01
1.185500017699999944e+02,1.048174932671996906e+01
1.186000017700000058e+02,1.051111089793784892e+01
1.186500017700000029e+02,1.051861645578604332e+01
1.187000017700000001e+02,1.052771218066791370e+01
1.187500017699999972e+02,1.053309522449757196e+01
1.188000017699999944e+02,1.054437685622400522e+01
1.188500017700000058e+02,1.057065509203605203e+01
1.189000017700000029e+02,1.057301666574792698e+01
1.189500017700000001e+02,1.057251410575361739e+01
1.190000017699999972e+02,1.056591896053949675e+01
1.190500017699999944e+02,1.059244771257970719e+01
1.191000017700000058e+02,1.058050465690939035e+01
1.191500017799999966e+02,1.057133866528059585e+01
1.192000017799999938e+02,1.057080097191281887e+01
1.192500017800000052e+02,1.058745189962712274e+01
1.193000017800000023e+02,1.061640561820524375e+01
1.193500017799999995e+02,1.060302056668498416e+01
1.194000017799999966e+02,1.059257449823176778e+01
1.194500017799999938e+02,1.062097677560032238e+01
1.195000017800000052e+02,1.062513167889676780e+01
1.195500017800000023e+02,1.062122576429051435e+01
1.196000017799999995e+02,1.060796138827040735e+01
1.196500017799999966e+02,1.062571901724878387e+01
1.197000017799999938e+02,1.060088430482466038e+01
1.197500017800000052e+02,1.062342618274585604e+01
1.198000017899999960e+02,1.063050937634350923e+01
1.198500017899999932e+02,1.061961268418718873e+01
1.199000017900000046e+02,1.062843268846427591e+01
1.199500017900000017e+02,1.061950346522185740e+01
1.200000017899999989e+02,1.062665463425947188e+01
1.200500017899999960e+02,1.063974563471922963e+01
1.201000017899999932e+02,1.065211716479199211e+01
1.201500017900000046e+02,1.064401433959493559e+01
1.202000017900000017e+02,1.064968761564015587e+01
1.202500017899999989e+02,1.064970289101992229e+01
1.203000017899999960e+02,1.065773010308713786e+01
1.203500017899999932e+02,1.065783779451448865e+01
1.204000017900000046e+02,1.064632244947762985e+01
1.204500017900000017e+02,1.065672116425356997e+01
1.205000018000000068e+02,1.068802576377772873e+01
1.205500018000000040e+02,1.071235333359361164e+01
1.206000018000000011e+02,1.073716666048606250e+01
1.206500017999999983e+02,1.074101987503212108e+01
1.207000017999999955e+02,1.076624029079534495e+01
1.207500018000000068e+02,1.075113905035833817e+01
1.208000018000000040e+02,1.075608139948173836e+01
1.208500018000000011e+02,1.074814583969312132e+01
1.209000017999999983e+02,1.073823211822476331e+01
1.209500017999999955e+02,1.076892111994433776e+01
1.210000018000000068e+02,1.079249255846178634e+01
1.210500018000000040e+02,1.077870500068468473e+01
1.211000018000000011e+02,1.079131482668180197e+01
1.211500018100000062e+02,1.079206484782832831e+01
1.212000018100000034e+02,1.081147985551135449e+01
1.212500018100000005e+02,1.082401254084065201e+01
1.213000018099999977e+02,1.083273325514925745e+01
1.213500018099999949e+02,1.083700272379395102e+01
1.214000018100000062e+02,1.085257291838978766e+01
1.214500018100000034e+02,1.085091172084019639e+01
1.215000018100000005e+02,1.086506359642472752e+01
1.215500018099999977e+02,1.086423261576543808e+01
1.216000018099999949e+02,1.085637725172059476e+01
1.216500018100000062e+02,1.088592441880263806e+01
1.217000018100000034e+02,1.088846013184384987e+01
1.217500018100000005e+02,1.086819963189075899e+01
1.218000018099999977e+02,1.088088659855569773e+01
1.218500018200000028e+02,1.088114704378071096e+01
1.219000018200000000e+02,1.089709606779475237e+01
1.219500018199999971e+02,1.090514390162465297e+01
1.220000018199999943e+02,1.088649800931286293e+01
1.220500018200000056e+02,1.089373090163222813e+01
1.221000018200000028e+02,1.089804008626431298e+01
1.221500018200000000e+02,1.089771548444427829e+01
1.222000018199999971e+02,1.091643393480995705e+01
1.222500018199999943e+02,1.089740310292805603e+01
1.223000018200000056e+02,1.087083387113146493e+01
1.223500018200000028e+02,1.086600608735631113e+01
1.224000018200000000e+02,1.087414175461986687e+01
1.224500018199999971e+02,1.089545854708380013e+01
1.225000018300000022e+02,1.091662640459501432e+01
1.225500018299999994e+02,1.092300311187847406e+01
1.226000018299999965e+02,1.092182767140545430e+01
1.226500018299999937e+02,1.093162224491163492e+01
1.227000018300000050e+02,1.095702749277003107e+01
1.227500018300000022e+02,1.095514480221383025e+01
1.228000018299999994e+02,1.095011996603968996e+01
1.228500018299999965e+02,1.093559384365088505e+01
1.229000018299999937e+02,1.093884520823415052e+01
1.229500018300000050e+02,1.095754456437512303e+01
1.230000018300000022e+02,1.097104647255059540e+01
1.230500018299999994e+02,1.097702678372911933e+01
1.231000018299999965e+02,1.098405040334568561e+01
1.231500018400000016e+02,1.100103280680091800e+01
1.232000018399999988e+02,1.101568036845886844e+01
1.232500018399999959e+02,1.100209368192569315e+01
1.233000018399999931e+02,1.099948999344451828e+01
1.233500018400000044e+02,1.100354255169652973e+01
1.234000018400000016e+02,1.099478059386255424e+01
1.234500018399999988e+02,1.101534965648692577e+01
1.235000018399999959e+02,1.102993993547075036e+01
1.235500018399999931e+02,1.101027670286652338e+01
1.236000018400000044e+02,1.101250079816050231e+01
1.236500018400000016e+02,1.102035081582242704e+01
1.237000018399999988e+02,1.104471886539469061e+01
1.237500018399999959e+02,1.104324326370925924e+01
1.238000018399999931e+02,1.104669855461240857e+01
1.238500018499999982e+02,1.103500219632531731e+01
1.239000018499999953e+02,1.103617610926036186e+01
1.239500018500000067e+02,1.104571863900039652e+01
1.240000018500000039e+02,1.105099781024764560e+01
1.240500018500000010e+02,1.106220993899614413e+01
1.241000018499999982e+02,1.106401243380857125e+01
1.241500018499999953e+02,1.107640764071997275e+01
1.242000018500000067e+02,1.109363445025146788e+01
1.242500018500000039e+02,1.109806278284573011e+01
1.243000018500000010e+02,1.109421109583764853e+01
1.243500018499999982e+02,1.108694154260684428e+01
1.244000018499999953e+02,1.107903958865371585e+01
1.244500018500000067e+02,1.108666047561914247e+01
1.245000018599999976e+02,1.110130192712518493e+01
1.245500018599999947e+02,1.107859736640947901e+01
1.246000018600000061e+02,1.109594485144112852e+01
1.246500018600000033e+02,1.110432645231892046e+01
1.247000018600000004e+02,1.114132876849592790e+01
1.247500018599999976e+02,1.113206501443662866e+01
1.248000018599999947e+02,1.110555230154517048e+01
1.248500018600000061e+02,1.113318240846653673e+01
1.249000018600000033e+02,1.114946519952847126e+01
1.249500018600000004e+02,1.115352234039441370e+01
1.250000018599999976e+02,1.116372400277136556e+01
1.250500018599999947e+02,1.115413411935405463e+01
1.251000018600000061e+02,1.115720370691810182e+01
1.251500018600000033e+02,1.115282425553908929e+01
1.252000018699999941e+02,1.114861206956852158e+01
1.252500018700000055e+02,1.115427465284790465e+01
1.253000018700000027e+02,1.117430907718045674e+01
1.253500018699999998e+02,1.118801949428973863e+01
1.254000018699999970e+02,1.119353314261640087e+01
1.254500018699999941e+02,1.118122271406270229e+01
1.255000018700000055e+02,1.119540819548272026e+01
1.255500018700000027e+02,1.117234542711149281e+01
1.256000018699999998e+02,1.115439685588603602e+01
1.256500018699999970e+02,1.117707697599411709e+01
1.257000018699999941e+02,1.118074077583107417e+01
1.257500018700000055e+02,1.118908571579743061e+01
1.258000018700000027e+02,1.116882216076838397e+01
1.258500018799999935e+02,1.118351096595170091e+01
1.259000018800000049e+02,1.120072250010343140e+01
1.259500018800000021e+02,1.120209422920644826e+01
1.260000018799999992e+02,1.121811504750539257e+01
1.260500018799999964e+02,1.122263121353330995e+01
1.261000018799999935e+02,1.123752470880549836e+01
1.261500018800000049e+02,1.122963344761820537e+01
1.262000018800000021e+02,1.125018265224887948e+01
1.262500018799999992e+02,1.124262439434049377e+01
1.263000018799999964e+02,1.124130994791159743e+01
1.263500018799999935e+02,1.125630426069024281e+01
1.264000018800000049e+02,1.125626836354779137e+01
1.264500018800000021e+02,1.125357455032599674e+01
1.265000018799999992e+02,1.129788613572119793e+01
1.265500018900000043e+02,1.127104271085780063e+01
1.266000018900000015e+02,1.126065545261668532e+01
1.266500018899999986e+02,1.128629441378550879e+01
1.267000018899999958e+02,1.130360905675066086e+01
1.267500018899999930e+02,1.130803280673099565e+01
1.268000018900000043e+02,1.129316909844935246e+01
1.268500018900000015e+02,1.126994364728361298e+01
1.269000018899999986e+02,1.129359757285179811e+01
1.269500018899999958e+02,1.129793272562948658e+01
1.270000018899999930e+02,1.129537944590154197e+01
1.270500018900000043e+02,1.129726824660965079e+01
1.271000018900000015e+02,1.132381685664355864e+01
1.271500018899999986e+02,1.131181422699215311e+01
1.272000019000000037e+02,1.131856136223494858e+01
1.272500019000000009e+02,1.130544744870553941e+01
1.273000018999999980e+02,1.132334179233282256e+01
1.273500018999999952e+02,1.130651519775120661e+01
1.274000019000000066e+02,1.129532521830337011e+01
1.274500019000000037e+02,1.127657850848512311e+01
1.275000019000000009e+02,1.129213113639422872e+01
1.275500018999999980e+02,1.130710711871715368e+01
1.276000018999999952e+02,1.130385651790287582e+01
