# Time(s),U_avg(m/s)
2.426000036199999954e+02,1.104936945476455357e+01
2.426500036200000068e+02,1.104390850649808442e+01
2.427000036199999897e+02,1.105116583942507624e+01
2.427500036200000011e+02,1.107391699004906904e+01
2.428000036200000125e+02,1.106353202311492012e+01
2.428500036199999954e+02,1.105050976186411127e+01
2.429000036200000068e+02,1.104647247899186624e+01
2.429500036199999897e+02,1.103533443583523699e+01
2.430000036200000011e+02,1.104035621693342151e+01
2.430500036200000125e+02,1.103568958841480274e+01
2.431000036199999954e+02,1.103840478716827000e+01
2.431500036200000068e+02,1.103391688059291909e+01
2.432000036199999897e+02,1.102837115396874701e+01
2.432500036200000011e+02,1.102228926151477495e+01
2.433000036299999920e+02,1.101478905004950093e+01
2.433500036300000033e+02,1.103119557168754383e+01
2.434000036299999863e+02,1.103535276629095563e+01
2.434500036299999977e+02,1.103223506128064280e+01
2.435000036300000090e+02,1.101977569777422516e+01
2.435500036299999920e+02,1.101797778557572549e+01
2.436000036300000033e+02,1.100883394324759124e+01
2.436500036299999863e+02,1.101428878136215239e+01
2.437000036299999977e+02,1.102698491325495134e+01
2.437500036300000090e+02,1.102267496485387710e+01
2.438000036299999920e+02,1.099487071860317577e+01
2.438500036300000033e+02,1.098403130912097758e+01
2.439000036299999863e+02,1.098530374825551448e+01
2.439500036400000056e+02,1.099252518404005308e+01
2.440000036399999885e+02,1.098414663823821158e+01
2.440500036399999999e+02,1.096903470503536759e+01
2.441000036400000113e+02,1.098426043981747036e+01
2.441500036399999942e+02,1.101207690637198588e+01
2.442000036400000056e+02,1.100632419835198128e+01
2.442500036399999885e+02,1.100087317908235995e+01
2.443000036399999999e+02,1.097998409725188473e+01
2.443500036400000113e+02,1.097607741887664012e+01
2.444000036399999942e+02,1.098805408038244380e+01
2.444500036400000056e+02,1.098149865115571622e+01
2.445000036399999885e+02,1.096933944886170487e+01
2.445500036399999999e+02,1.096429704600083710e+01
2.446000036400000113e+02,1.098029113238518839e+01
2.446500036500000022e+02,1.098316366755024731e+01
2.447000036500000135e+02,1.095658450675680839e+01
2.447500036499999965e+02,1.094388837486400945e+01
2.448000036500000078e+02,1.095035597065708188e+01
2.448500036499999908e+02,1.093548538845454488e+01
2.449000036500000022e+02,1.091832349928705526e+01
2.449500036500000135e+02,1.093847936288874756e+01
2.450000036499999965e+02,1.093362408343001491e+01
2.450500036500000078e+02,1.092583058467322488e+01
2.451000036499999908e+02,1.090038256575148345e+01
2.451500036500000022e+02,1.089769180760564105e+01
2.452000036500000135e+02,1.090076368647665284e+01
2.452500036499999965e+02,1.088896956575905861e+01
2.453000036599999873e+02,1.088683483143671182e+01
2.453500036599999987e+02,1.090279302067861167e+01
2.454000036600000101e+02,1.088885347287283345e+01
2.454500036599999930e+02,1.090731071424450960e+01
2.455000036600000044e+02,1.090688300361104979e+01
2.455500036599999873e+02,1.089810042401438928e+01
2.456000036599999987e+02,1.089766889453598964e+01
2.456500036600000101e+02,1.085921923612612439e+01
2.457000036599999930e+02,1.083118356787196213e+01
2.457500036600000044e+02,1.081279201063328443e+01
2.458000036599999873e+02,1.082934364837910657e+01
2.458500036599999987e+02,1.084815451479237147e+01
2.459000036600000101e+02,1.083548511481416554e+01
2.459500036599999930e+02,1.081369936819140243e+01
2.460000036700000123e+02,1.082955597615785948e+01
2.460500036699999953e+02,1.084233383133240558e+01
2.461000036700000067e+02,1.087569755204907018e+01
2.461500036699999896e+02,1.085156245201824277e+01
2.462000036700000010e+02,1.083479466764872612e+01
2.462500036700000123e+02,1.084258663886753915e+01
2.463000036699999953e+02,1.082999437955715294e+01
2.463500036700000067e+02,1.080762129458237553e+01
2.464000036699999896e+02,1.081834690248531494e+01
2.464500036700000010e+02,1.083599454872937429e+01
2.465000036700000123e+02,1.082038616568412159e+01
2.465500036699999953e+02,1.079549875319980323e+01
2.466000036700000067e+02,1.079980717406290047e+01
2.466500036799999975e+02,1.078699342174590292e+01
2.467000036800000089e+02,1.080731578698704887e+01
2.467500036799999918e+02,1.078416365764418750e+01
2.468000036800000032e+02,1.077701936252746684e+01
2.468500036799999862e+02,1.078557663027257441e+01
2.469000036799999975e+02,1.079575308827291380e+01
2.469500036800000089e+02,1.079711717968604923e+01
2.470000036799999918e+02,1.076844452809563002e+01
2.470500036800000032e+02,1.075297285969928751e+01
2.471000036799999862e+02,1.073213953300495582e+01
2.471500036799999975e+02,1.073725831276465925e+01
2.472000036800000089e+02,1.074233890407494663e+01
2.472500036799999918e+02,1.074947403396380530e+01
2.473000036900000111e+02,1.075744014451195518e+01
2.473500036899999941e+02,1.075007512015761080e+01
2.474000036900000055e+02,1.072623559872526577e+01
2.474500036899999884e+02,1.069102508459485179e+01
2.475000036899999998e+02,1.069833588135102431e+01
2.475500036900000111e+02,1.071911803552313636e+01
2.476000036899999941e+02,1.071603240881033337e+01
2.476500036900000055e+02,1.068588033668954651e+01
2.477000036899999884e+02,1.066738490686845253e+01
2.477500036899999998e+02,1.068052326100548832e+01
2.478000036900000111e+02,1.069630196453513626e+01
2.478500036899999941e+02,1.072218533178021893e+01
2.479000036900000055e+02,1.071663578631110525e+01
2.479500036899999884e+02,1.071524572675236797e+01
2.480000037000000077e+02,1.070467440018506977e+01
2.480500036999999907e+02,1.069986265555867000e+01
2.481000037000000020e+02,1.066632250420570571e+01
2.481500037000000134e+02,1.064618649859770905e+01
2.482000036999999963e+02,1.063710146648167587e+01
2.482500037000000077e+02,1.063094701597381508e+01
2.483000036999999907e+02,1.060553947680845432e+01
2.483500037000000020e+02,1.062211631893089248e+01
2.484000037000000134e+02,1.063839834622383940e+01
2.484500036999999963e+02,1.060991969195645446e+01
2.485000037000000077e+02,1.061629181662598498e+01
2.485500036999999907e+02,1.062726412191214997e+01
2.486000037000000020e+02,1.063956233016203434e+01
2.486500037099999929e+02,1.063903456579110696e+01
2.487000037100000043e+02,1.060406769396796633e+01
2.487500037099999872e+02,1.059920554058833808e+01
2.488000037099999986e+02,1.059269211865596816e+01
2.488500037100000100e+02,1.058352841833413827e+01
2.489000037099999929e+02,1.057720135603491762e+01
2.489500037100000043e+02,1.057051379477321262e+01
2.490000037099999872e+02,1.055695460392361618e+01
2.490500037099999986e+02,1.056377887983423136e+01
2.491000037100000100e+02,1.056776804526021252e+01
2.491500037099999929e+02,1.056768632197846181e+01
2.492000037100000043e+02,1.054968505069281193e+01
2.492500037099999872e+02,1.055352146232113064e+01
2.493000037099999986e+02,1.056187251243939151e+01
2.493500037199999895e+02,1.054339923191896133e+01
2.494000037200000008e+02,1.054982329287969733e+01
2.494500037200000122e+02,1.057630392747364567e+01
2.495000037199999952e+02,1.054524831663967710e+01
2.495500037200000065e+02,1.054723182470233844e+01
2.496000037199999895e+02,1.052847518588724185e+01
2.496500037200000008e+02,1.053947193178103525e+01
2.497000037200000122e+02,1.054277294134853982e+01
2.497500037199999952e+02,1.051106354426057443e+01
2.498000037200000065e+02,1.052103760347901051e+01
2.498500037199999895e+02,1.053834460875427759e+01
2.499000037200000008e+02,1.051230466886658910e+01
2.499500037200000122e+02,1.051491370373068079e+01
2.500000037300000031e+02,1.048451187915071259e+01
2.500500037299999860e+02,1.049769758696502286e+01
2.501000037299999974e+02,1.049811002221871270e+01
2.501500037300000088e+02,1.050243295469258875e+01
2.502000037299999917e+02,1.046662211813735688e+01
2.502500037300000031e+02,1.047004151189805476e+01
2.503000037299999860e+02,1.046121768877602598e+01
2.503500037299999974e+02,1.046348379136436257e+01
2.504000037300000088e+02,1.046670766026404920e+01
2.504500037299999917e+02,1.048016985245212851e+01
2.505000037300000031e+02,1.045051575771172381e+01
2.505500037299999860e+02,1.047008428296139826e+01
2.506000037299999974e+02,1.045503727012256157e+01
2.506500037300000088e+02,1.045662667338724994e+01
2.507000037399999997e+02,1.047810691241468284e+01
2.507500037400000110e+02,1.048829100810490722e+01
2.508000037399999940e+02,1.049457529934078082e+01
2.508500037400000053e+02,1.048007361755960076e+01
2.509000037399999883e+02,1.048132772623841902e+01
2.509500037399999997e+02,1.046375263804825018e+01
2.510000037400000110e+02,1.045042868804705449e+01
2.510500037399999940e+02,1.043000474153046397e+01
2.511000037400000053e+02,1.039895218577244584e+01
2.511500037399999883e+02,1.042167584071286335e+01
2.512000037399999997e+02,1.042234490234663014e+01
2.512500037400000110e+02,1.041669606690903471e+01
2.513000037399999940e+02,1.039554653985354271e+01
2.513500037500000133e+02,1.038063547789462504e+01
2.514000037499999962e+02,1.036807758818871150e+01
2.514500037500000076e+02,1.036635605288904394e+01
2.515000037499999905e+02,1.036221413366539856e+01
2.515500037500000019e+02,1.036857251049314144e+01
2.516000037500000133e+02,1.034001900686490139e+01
2.516500037499999962e+02,1.033884356639187985e+01
2.517000037500000076e+02,1.034314664087205848e+01
2.517500037499999905e+02,1.033446258747489210e+01
2.518000037500000019e+02,1.030440293140168961e+01
2.518500037500000133e+02,1.029563562718479730e+01
2.519000037499999962e+02,1.029031979502610916e+01
2.519500037500000076e+02,1.029749158582640689e+01
2.520000037599999985e+02,1.027743272088622994e+01
2.520500037600000098e+02,1.025149207096702320e+01
2.521000037599999928e+02,1.027385522694495457e+01
2.521500037600000041e+02,1.025286074499408784e+01
2.522000037599999871e+02,1.025430655968897398e+01
2.522500037599999985e+02,1.027442805368619183e+01
2.523000037600000098e+02,1.028824234337788468e+01
2.523500037599999928e+02,1.027177472022077787e+01
2.524000037600000041e+02,1.027883270944181682e+01
2.524500037599999871e+02,1.029273177749121437e+01
2.525000037599999985e+02,1.030083536645726028e+01
2.525500037600000098e+02,1.029903058033786678e+01
2.526000037599999928e+02,1.027393847776468050e+01
2.526500037600000041e+02,1.026538884770945614e+01
2.527000037699999950e+02,1.026087344545052282e+01
2.527500037700000064e+02,1.025362222267544077e+01
2.528000037699999893e+02,1.021309816769330325e+01
2.528500037700000007e+02,1.019571860436414390e+01
2.529000037700000121e+02,1.020245046422717294e+01
2.529500037699999950e+02,1.018757529941070494e+01
2.530000037700000064e+02,1.019772960811038232e+01
2.530500037699999893e+02,1.020720416241045925e+01
2.531000037700000007e+02,1.020023782546801705e+01
2.531500037700000121e+02,1.019252146737904674e+01
2.532000037699999950e+02,1.019789534598084835e+01
2.532500037700000064e+02,1.020424455758073101e+01
2.533000037699999893e+02,1.019035159968323789e+01
2.533500037800000086e+02,1.018358918906067778e+01
2.534000037799999916e+02,1.019680086502058991e+01
2.534500037800000030e+02,1.019072202764257362e+01
2.535000037799999859e+02,1.016139253472220183e+01
2.535500037799999973e+02,1.015547943521464980e+01
2.536000037800000086e+02,1.015251066515706135e+01
2.536500037799999916e+02,1.014193781105178438e+01
2.537000037800000030e+02,1.015095715903482265e+01
2.537500037799999859e+02,1.014440325734607207e+01
2.538000037799999973e+02,1.015683588893790201e+01
2.538500037800000086e+02,1.015641428845635019e+01
2.539000037799999916e+02,1.013742011748588823e+01
2.539500037800000030e+02,1.013613774935450351e+01
2.540000037799999859e+02,1.013175142405459717e+01
2.540500037900000052e+02,1.012497450182125824e+01
2.541000037899999882e+02,1.012956322590306790e+01
2.541500037899999995e+02,1.012890332949716310e+01
2.542000037900000109e+02,1.009916903901298291e+01
2.542500037899999938e+02,1.009454136271276958e+01
2.543000037900000052e+02,1.011235627436527018e+01
2.543500037899999882e+02,1.011984732060268577e+01
2.544000037899999995e+02,1.010481100052968273e+01
2.544500037900000109e+02,1.011136490221843331e+01
2.545000037899999938e+02,1.010128620664859866e+01
2.545500037900000052e+02,1.007970820519065924e+01
2.546000037899999882e+02,1.008474220659265974e+01
2.546500037899999995e+02,1.011028264156198908e+01
2.547000037999999904e+02,1.012727726532103567e+01
2.547500038000000018e+02,1.011255638184020711e+01
2.548000038000000131e+02,1.009295654206201220e+01
2.548500037999999961e+02,1.006738326502618364e+01
2.549000038000000075e+02,1.003488794964923869e+01
2.549500037999999904e+02,1.005485745361778172e+01
2.550000038000000018e+02,1.003944535920252612e+01
2.550500038000000131e+02,1.000344816301414674e+01
2.551000037999999961e+02,1.001943995809153343e+01
2.551500038000000075e+02,1.000986229497803492e+01
2.552000037999999904e+02,1.000391406209701906e+01
2.552500038000000018e+02,9.996264915679022423e+00
2.553000038000000131e+02,1.001411037809105409e+01
2.553500038100000040e+02,1.003641625139485960e+01
2.554000038099999870e+02,1.003326723185602809e+01
2.554500038099999983e+02,1.002441438551244346e+01
2.555000038100000097e+02,1.001387437347366571e+01
2.555500038099999927e+02,9.996688043698551240e+00
2.556000038100000040e+02,9.991528020413477762e+00
2.556500038099999870e+02,9.986348139134710422e+00
2.557000038099999983e+02,1.000469692531004462e+01
2.557500038100000097e+02,1.001656054900557713e+01
2.558000038099999927e+02,1.000956213376562509e+01
2.558500038100000040e+02,1.002224375404764523e+01
2.559000038099999870e+02,1.002530952276675258e+01
2.559500038099999983e+02,1.002213224377535283e+01
2.560000038100000097e+02,1.003108132501146521e+01
2.560500038199999722e+02,1.002805985489368190e+01
2.561000038199999835e+02,1.003110194677414846e+01
2.561500038199999949e+02,1.001293188254208033e+01
2.562000038200000063e+02,1.001190461325279379e+01
2.562500038200000176e+02,1.000779629986463704e+01
2.563000038199999722e+02,9.995330826206309638e+00
2.563500038199999835e+02,9.997401403933638520e+00
2.564000038199999949e+02,9.990057765110968546e+00
2.564500038200000063e+02,9.991786938100517546e+00
2.565000038200000176e+02,1.000310293943142703e+01
2.565500038199999722e+02,1.002032593011798234e+01
2.566000038199999835e+02,1.001706310899989028e+01
2.566500038199999949e+02,1.000971412379430170e+01
2.567000038300000142e+02,1.001321371329877152e+01
2.567500038300000256e+02,1.002231096571861713e+01
2.568000038299999801e+02,1.001785742874774066e+01
2.568500038299999915e+02,1.002776809514014467e+01
2.569000038300000028e+02,1.000179383938545108e+01
2.569500038300000142e+02,9.990593167171779143e+00
2.570000038300000256e+02,9.971129278273501484e+00
2.570500038299999801e+02,9.977866484519447354e+00
2.571000038299999915e+02,9.983575657707119078e+00
2.571500038300000028e+02,9.971605106353223391e+00
2.572000038300000142e+02,1.000712800199985786e+01
2.572500038300000256e+02,1.001834089451734400e+01
2.573000038299999801e+02,1.001926199991725674e+01
2.573500038299999915e+02,1.001624434864441504e+01
2.574000038400000108e+02,1.000628632857473299e+01
2.574500038400000221e+02,1.000049161326037073e+01
2.575000038399999767e+02,1.000820033365945605e+01
2.575500038399999880e+02,1.001329467281153285e+01
2.576000038399999994e+02,9.990299116111275524e+00
2.576500038400000108e+02,9.961086479846118280e+00
2.577000038400000221e+02,9.968149815450075835e+00
2.577500038399999767e+02,9.970173803269117840e+00
2.578000038399999880e+02,9.984214168581353022e+00
2.578500038399999994e+02,9.970075277069623709e+00
2.579000038400000108e+02,9.991532603027408754e+00
2.579500038400000221e+02,9.980539675978558734e+00
2.580000038399999767e+02,9.966019663741660040e+00
2.580500038499999960e+02,9.960160791832278093e+00
2.581000038500000073e+02,9.957609039642310478e+00
2.581500038500000187e+02,9.948439229168570819e+00
2.582000038499999732e+02,9.948771468678490493e+00
2.582500038499999846e+02,9.938952454564683237e+00
2.583000038499999960e+02,9.941805895505037682e+00
2.583500038500000073e+02,9.935859190161997034e+00
2.584000038500000187e+02,9.943154711538404911e+00
2.584500038499999732e+02,9.939863630967748165e+00
2.585000038499999846e+02,9.963654271184841704e+00
2.585500038499999960e+02,9.956130382880926888e+00
2.586000038500000073e+02,9.945783604396192246e+00
2.586500038500000187e+02,9.932492496461497566e+00
2.587000038499999732e+02,9.934251456441590022e+00
2.587500038599999925e+02,9.942100710334527136e+00
2.588000038600000039e+02,9.978838762441576193e+00
2.588500038600000153e+02,9.989717124142178051e+00
2.589000038600000266e+02,9.985967782178530427e+00
2.589500038599999812e+02,9.964815200047084431e+00
2.590000038599999925e+02,9.978495830165821090e+00
2.590500038600000039e+02,9.973781847969927838e+00
2.591000038600000153e+02,9.969093833919636438e+00
2.591500038600000266e+02,9.969953837800481722e+00
2.592000038599999812e+02,9.934563837957812282e+00
2.592500038599999925e+02,9.938578207760409455e+00
2.593000038600000039e+02,9.962341352293924146e+00
2.593500038600000153e+02,9.957995506750396686e+00
2.594000038699999777e+02,9.935365031626558263e+00
2.594500038699999891e+02,9.936146367301605054e+00
2.595000038700000005e+02,9.915085437448757588e+00
2.595500038700000118e+02,9.919209026216684322e+00
2.596000038700000232e+02,9.925720156842087860e+00
2.596500038699999777e+02,9.915482597322682778e+00
2.597000038699999891e+02,9.925173298246452447e+00
2.597500038700000005e+02,9.910492894522006324e+00
2.598000038700000118e+02,9.922180851350224984e+00
2.598500038700000232e+02,9.891922615340060787e+00
2.599000038699999777e+02,9.909974295378939146e+00
2.599500038699999891e+02,9.912636794072211543e+00
2.600000038700000005e+02,9.897306422938708437e+00
2.600500038800000198e+02,9.921970051109450850e+00
2.601000038799999743e+02,9.926775685583940856e+00
2.601500038799999857e+02,9.939110554745266057e+00
2.602000038799999970e+02,9.910919077617487360e+00
2.602500038800000084e+02,9.923001903012664826e+00
2.603000038800000198e+02,9.920621998845069456e+00
2.603500038799999743e+02,9.917211770312231778e+00
2.604000038799999857e+02,9.919255616124969421e+00
2.604500038799999970e+02,9.924625675881829423e+00
2.605000038800000084e+02,9.924137627498296865e+00
2.605500038800000198e+02,9.903803041953334940e+00
2.606000038799999743e+02,9.899372418052106326e+00
2.606500038799999857e+02,9.900725816699406323e+00
2.607000038799999970e+02,9.914938030034013750e+00
2.607500038900000163e+02,9.915307694224358315e+00
2.608000038900000277e+02,9.892078424213679000e+00
2.608500038899999822e+02,9.891847002210218065e+00
2.609000038899999936e+02,9.863104083872872963e+00
2.609500038900000050e+02,9.855350301103477761e+00
2.610000038900000163e+02,9.870203316619281964e+00
2.610500038900000277e+02,9.841620026000496679e+00
2.611000038899999822e+02,9.846314913971683680e+00
2.611500038899999936e+02,9.849590719162577557e+00
2.612000038900000050e+02,9.853498925075795611e+00
2.612500038900000163e+02,9.822719034846610242e+00
2.613000038900000277e+02,9.850824206078709011e+00
2.613500038899999822e+02,9.873544805943170743e+00
2.614000039000000015e+02,9.852751959005221494e+00
2.614500039000000129e+02,9.869974949691776800e+00
2.615000039000000243e+02,9.866790796779479678e+00
2.615500038999999788e+02,9.862591594881711998e+00
2.616000038999999902e+02,9.860564551986719550e+00
2.616500039000000015e+02,9.849126347617680466e+00
2.617000039000000129e+02,9.823548487967922682e+00
2.617500039000000243e+02,9.803653833360232994e+00
2.618000038999999788e+02,9.812395933200514619e+00
2.618500038999999902e+02,9.826914417899438092e+00
2.619000039000000015e+02,9.825803134021436236e+00
2.619500039000000129e+02,9.828027229315415170e+00
2.620000039000000243e+02,9.846611256339150131e+00
2.620500038999999788e+02,9.835743587404385480e+00
2.621000039099999981e+02,9.829597538355395514e+00
2.621500039100000095e+02,9.822069831206540869e+00
2.622000039100000208e+02,9.826632587142748676e+00
2.622500039099999753e+02,9.818632870759113729e+00
2.623000039099999867e+02,9.808503766436050597e+00
2.623500039099999981e+02,9.827120635526283010e+00
2.624000039100000095e+02,9.815130989947677520e+00
2.624500039100000208e+02,9.808178400847026523e+00
2.625000039099999753e+02,9.801462580132751512e+00
2.625500039099999867e+02,9.804732275171737399e+00
2.626000039099999981e+02,9.809146859924213757e+00
2.626500039100000095e+02,9.818729105651639699e+00
2.627000039100000208e+02,9.829778551605626191e+00
2.627500039199999833e+02,9.825376950925955200e+00
2.628000039199999947e+02,9.809916739064435731e+00
2.628500039200000060e+02,9.811483229259476246e+00
2.629000039200000174e+02,9.815328806115651616e+00
2.629500039199999719e+02,9.814759034450366570e+00
2.630000039199999833e+02,9.791862767718592764e+00
2.630500039199999947e+02,9.773958495094460019e+00
2.631000039200000060e+02,9.770298514102442766e+00
2.631500039200000174e+02,9.772903730121594634e+00
2.632000039199999719e+02,9.792974051596594620e+00
2.632500039199999833e+02,9.787390136523008266e+00
2.633000039199999947e+02,9.798483881078315250e+00
2.633500039200000060e+02,9.797616239507588531e+00
2.634000039200000174e+02,9.782049099987704111e+00
2.634500039299999798e+02,9.769171954844674488e+00
2.635000039299999912e+02,9.771402924059550799e+00
2.635500039300000026e+02,9.776656127161196252e+00
2.636000039300000140e+02,9.788923784651549553e+00
2.636500039300000253e+02,9.790726279463976667e+00
2.637000039299999798e+02,9.787895751593273630e+00
2.637500039299999912e+02,9.819801437311237891e+00
2.638000039300000026e+02,9.799270563136282419e+00
2.638500039300000140e+02,9.780666678118850044e+00
2.639000039300000253e+02,9.766420095179768168e+00
2.639500039299999798e+02,9.756879856746698110e+00
2.640000039299999912e+02,9.764813125228348767e+00
2.640500039300000026e+02,9.748433335504897101e+00
2.641000039400000219e+02,9.737500746206125157e+00
2.641500039399999764e+02,9.770817877014499331e+00
2.642000039399999878e+02,9.794693295589297577e+00
2.642500039399999991e+02,9.807339018728866264e+00
2.643000039400000105e+02,9.808623678167217363e+00
2.643500039400000219e+02,9.796022253628969167e+00
2.644000039399999764e+02,9.798335709894582024e+00
2.644500039399999878e+02,9.812015576244331072e+00
2.645000039399999991e+02,9.795638841596833402e+00
2.645500039400000105e+02,9.798528943448626904e+00
2.646000039400000219e+02,9.836757872620870202e+00
2.646500039399999764e+02,9.842825253464061674e+00
2.647000039399999878e+02,9.882596232223718857e+00
2.647500039500000071e+02,9.864015260275936114e+00
2.648000039500000184e+02,9.874057294934331708e+00
2.648500039499999730e+02,9.890750229942993244e+00
2.649000039499999843e+02,9.887143712780158467e+00
2.649500039499999957e+02,9.859630462514006766e+00
2.650000039500000071e+02,9.875486306711472650e+00
2.650500039500000184e+02,9.896053841797868955e+00
2.651000039499999730e+02,9.905402374214871131e+00
2.651500039499999843e+02,9.902914014850935587e+00
2.652000039499999957e+02,9.898258079098152251e+00
2.652500039500000071e+02,9.898728560794955555e+00
2.653000039500000184e+02,9.903327977642602420e+00
2.653500039499999730e+02,9.913514364639789633e+00
2.654000039499999843e+02,9.916748162536325850e+00
2.654500039600000036e+02,9.920493685655031868e+00
2.655000039600000150e+02,9.949418381011595258e+00
2.655500039600000264e+02,9.938768386238498564e+00
2.656000039599999809e+02,9.937538718167310492e+00
2.656500039599999923e+02,9.948808893358917160e+00
2.657000039600000036e+02,9.954535633233319913e+00
2.657500039600000150e+02,9.964792286977433022e+00
2.658000039600000264e+02,9.951044445187724463e+00
2.658500039599999809e+02,9.936589353314829509e+00
2.659000039599999923e+02,9.937553229778087527e+00
2.659500039600000036e+02,9.945108432610522797e+00
2.660000039600000150e+02,9.960987953646625925e+00
2.660500039600000264e+02,9.986487145090586992e+00
2.661000039699999888e+02,1.000292574502613796e+01
2.661500039700000002e+02,9.992104665999658408e+00
2.662000039700000116e+02,9.978068883301352443e+00
2.662500039700000229e+02,9.998049843804720282e+00
2.663000039699999775e+02,9.975994486729081956e+00
2.663500039699999888e+02,9.977139376442570651e+00
2.664000039700000002e+02,9.988437811086747331e+00
2.664500039700000116e+02,9.984402819521466910e+00
2.665000039700000229e+02,9.995236118851758889e+00
2.665500039699999775e+02,9.995127663655416939e+00
2.666000039699999888e+02,9.980874206795441239e+00
2.666500039700000002e+02,9.970256290319856163e+00
2.667000039700000116e+02,9.971078869520273003e+00
2.667500039700000229e+02,9.984139319220497910e+00
2.668000039799999854e+02,9.978556931684888553e+00
2.668500039799999968e+02,9.994978728702696102e+00
2.669000039800000081e+02,1.001464425261388769e+01
2.669500039800000195e+02,1.000142493896409590e+01
2.670000039799999740e+02,9.973571811498139539e+00
2.670500039799999854e+02,9.986900344113262662e+00
2.671000039799999968e+02,1.000494133138630737e+01
2.671500039800000081e+02,9.998424090608995840e+00
2.672000039800000195e+02,1.000014333460169702e+01
2.672500039799999740e+02,1.000159678698646459e+01
2.673000039799999854e+02,1.001079180183681672e+01
2.673500039799999968e+02,1.001908709681892873e+01
2.674000039800000081e+02,9.993725383792867234e+00
2.674500039900000274e+02,9.999278748106922521e+00
2.675000039899999820e+02,1.001082158882736195e+01
2.675500039899999933e+02,9.999659868832091902e+00
2.676000039900000047e+02,9.989272610590978374e+00
2.676500039900000161e+02,9.999140505920037114e+00
2.677000039900000274e+02,9.987415124411390011e+00
2.677500039899999820e+02,9.985183391427527866e+00
2.678000039899999933e+02,1.000142417519510651e+01
2.678500039900000047e+02,1.000651469550224171e+01
2.679000039900000161e+02,1.000999519078200173e+01
2.679500039900000274e+02,1.001325419305515219e+01
2.680000039899999820e+02,1.004126465693269843e+01
2.680500039899999933e+02,1.006002511459273663e+01
2.681000040000000126e+02,1.005869310147710927e+01
2.681500040000000240e+02,1.005377824803728792e+01
2.682000039999999785e+02,1.005198415468373163e+01
2.682500039999999899e+02,1.007847166319857379e+01
2.683000040000000013e+02,1.009054150452095122e+01
2.683500040000000126e+02,1.009723135708962261e+01
2.684000040000000240e+02,1.011763620938150510e+01
2.684500039999999785e+02,1.012085625943625189e+01
2.685000039999999899e+02,1.012256328312514064e+01
2.685500040000000013e+02,1.011852600025289561e+01
2.686000040000000126e+02,1.013413514706713592e+01
2.686500040000000240e+02,1.013318501844566910e+01
2.687000039999999785e+02,1.013662045135512102e+01
2.687500039999999899e+02,1.012374101490512501e+01
2.688000040100000092e+02,1.014168042090272159e+01
2.688500040100000206e+02,1.013268933237225156e+01
2.689000040099999751e+02,1.015616300845919540e+01
2.689500040099999865e+02,1.014605758097476773e+01
2.690000040099999978e+02,1.014546107739489322e+01
2.690500040100000092e+02,1.014130999294338764e+01
2.691000040100000206e+02,1.014728954035292219e+01
2.691500040099999751e+02,1.014201877056454570e+01
2.692000040099999865e+02,1.016859105743709257e+01
2.692500040099999978e+02,1.016491961991025228e+01
2.693000040100000092e+02,1.016596369211728046e+01
2.693500040100000206e+02,1.017844214984840789e+01
2.694000040099999751e+02,1.018119630082028060e+01
2.694500040199999944e+02,1.018437205227370335e+01
2.695000040200000058e+02,1.019938698681503375e+01
2.695500040200000171e+02,1.017947552928960064e+01
2.696000040199999717e+02,1.018592937724088188e+01
2.696500040199999830e+02,1.019687495061245741e+01
2.697000040199999944e+02,1.017767990839806735e+01
2.697500040200000058e+02,1.020066782740844147e+01
2.698000040200000171e+02,1.018649685759920054e+01
2.698500040199999717e+02,1.017398021141865883e+01
2.699000040199999830e+02,1.017654571145041587e+01
2.699500040199999944e+02,1.016580559193669941e+01
2.700000040200000058e+02,1.016257637665409419e+01
2.700500040200000171e+02,1.014461864020077897e+01
2.701000040199999717e+02,1.012731927261539333e+01
2.701500040299999910e+02,1.013811209218930465e+01
2.702000040300000023e+02,1.010853284680975150e+01
2.702500040300000137e+02,1.010836176255637042e+01
2.703000040300000251e+02,1.012164217772523145e+01
2.703500040299999796e+02,1.011989696558692309e+01
2.704000040299999910e+02,1.009439930168094257e+01
2.704500040300000023e+02,1.011044837943245334e+01
2.705000040300000137e+02,1.012386856432617677e+01
2.705500040300000251e+02,1.013333242586041472e+01
2.706000040299999796e+02,1.013405724263032681e+01
2.706500040299999910e+02,1.013725819846036380e+01
2.707000040300000023e+02,1.012698779687446304e+01
2.707500040300000137e+02,1.012993976401430807e+01
2.708000040399999762e+02,1.015252135792289856e+01
2.708500040399999875e+02,1.015438571802338075e+01
2.709000040399999989e+02,1.013271682805583040e+01
2.709500040400000103e+02,1.013067832862601136e+01
2.710000040400000216e+02,1.017045388999959776e+01
2.710500040399999762e+02,1.015768825512886409e+01
2.711000040399999875e+02,1.016612790244976949e+01
2.711500040399999989e+02,1.017603704130419651e+01
2.712000040400000103e+02,1.016552146987304361e+01
2.712500040400000216e+02,1.017586595705081365e+01
2.713000040399999762e+02,1.017454692800799165e+01
2.713500040399999875e+02,1.015783107992967693e+01
2.714000040399999989e+02,1.013863374640832404e+01
2.714500040400000103e+02,1.013500584371381663e+01
2.715000040499999727e+02,1.014434521090296037e+01
2.715500040499999841e+02,1.015085863283533030e+01
2.716000040499999955e+02,1.012736509875469260e+01
2.716500040500000068e+02,1.014860398678181852e+01
